ufb,usefulness,experience,numofrv,lenrv,dup,score
0,0,244,2,485.5,1,9
41,0.719298246,1411,3,271.6666667,1,9
6,0.428571429,0,1,1595,0,9
6,0.352941176,330,2,498.5,1,9
243,0.983805668,705,2,674,1,9
3,0.428571429,0,1,511,0,9
6,0.75,0,1,186,0,9
1,0.03030303,0,1,118,0,9
144,0.847058824,1763,9,1638.777778,1,9
9,0.818181818,25,2,575.5,1,9
16,0.666666667,1,2,605,1,9
7,0.21875,0,1,324,0,9
15,0.652173913,0,7,340.7142857,1,9
5,0.625,0,1,350,0,9
30,0.652173913,95,15,628.6666667,1,9
17,0.944444444,0,1,737,0,9
9,0.9,0,1,1034,0,9
305,0.644820296,1747,31,3013.967742,1,9
29,0.90625,940,5,488.8,1,9
5,1,0,1,792,0,9
9,1,862,4,247.5,1,9
12,0.923076923,0,1,1502,0,9
5,0.625,0,1,1294,0,9
8,0.275862069,0,1,1252,0,9
79,0.81443299,850,27,1422.354839,1,9
23,1,11,3,425.3333333,1,9
58,0.920634921,335,3,219.6666667,1,9
15,0.714285714,2369,6,657.6666667,1,9
10,0.769230769,0,1,358,0,9
20,0.512820513,937,6,653.8333333,1,9
17,0.894736842,2331,5,269,1,9
28,0.933333333,0,1,1510,0,9
7,0.7,2107,3,157.3333333,1,9
8,1,0,1,638,0,9
7,0.777777778,0,2,444.5,1,9
7,0.875,0,1,655,0,9
21,0.724137931,2239,6,1143.166667,1,9
3,0.5,0,1,376,0,9
14,0.451612903,0,1,2650,0,9
1,1,0,1,818,0,9
7,1,0,1,575,0,9
2,0.666666667,0,1,367,0,9
14,0.875,1341,2,1168.5,1,9
26,0.702702703,747,4,1255.5,1,9
54,0.947368421,179,2,3010,1,9
16,0.941176471,128,5,823.4,1,9
8,0.533333333,0,1,612,0,9
10,0.769230769,0,1,486,0,9
7,0.4375,265,2,680,1,9
14,0.736842105,679,2,454.5,1,9
4,0.666666667,372,3,579,1,9
0,0,0,1,182,0,9
2,0.666666667,0,1,870,0,9
35,0.972222222,0,1,484,0,9
6,0.857142857,0,1,879,0,9
7,0.583333333,4,4,334.75,1,9
1,1,0,1,285,0,9
0,0,0,1,245,0,9
6,0.285714286,0,1,95,0,9
19,0.633333333,0,1,228,0,9
138,0.762430939,1376,10,1625.3,1,9
2,1,0,1,1604,0,9
78,0.553191489,465,10,1762.8,1,9
0,0,0,1,1452,0,9
2,1,0,1,626,0,9
9,1,0,1,488,0,10
2,1,0,1,313,0,10
1,1,0,1,173,0,10
24,0.8,107,2,1148.5,1,10
2,1,0,1,365,0,10
0,0,0,1,1417,0,10
1,1,0,1,301,0,10
14,1,0,1,462,0,10
4,1,0,1,645,0,10
4,1,0,1,1106,0,10
4,0.8,0,1,501,0,10
7,0.388888889,0,1,174,0,10
9,1,0,1,670,0,10
33,0.868421053,92,6,906.1666667,1,10
0,0,0,1,125,0,10
0,0,0,1,701,0,10
1,1,0,1,1115,0,10
37,0.606557377,2074,17,751.5882353,1,10
6,0.857142857,180,2,151.5,1,10
58,0.753246753,87,11,1227.818182,1,10
3,0.75,146,2,856,1,10
7,0.777777778,0,1,719,0,10
3,1,0,1,318,0,10
10,0.769230769,0,1,3646,0,10
74,0.606557377,4,2,332.5,1,10
1,0.5,0,2,196,1,10
31,1,0,1,358,0,10
6,0.461538462,657,2,1338.5,1,10
43,0.87755102,990,2,3095.5,1,10
7,0.35,0,1,288,0,10
1,0.333333333,405,2,707.5,1,10
14,0.378378378,0,1,667,0,10
50,0.909090909,10,1,1276.5,0,10
113,0.918699187,2063,11,1003.583333,1,10
0,0,0,1,184,0,10
15,0.652173913,0,1,5511,0,10
42,0.471910112,175,19,292.8947368,1,10
10,0.526315789,1756,3,860.3333333,1,10
2,1,0,1,266,0,10
15,0.12295082,0,1,859,0,10
37,0.660714286,101,2,1642.5,1,10
0,0,0,1,698,0,10
6,0.857142857,0,1,733,0,10
15,0.483870968,0,1,282,0,10
42,0.875,0,1,1032,0,10
8,0.888888889,0,1,705,0,10
7,0.777777778,0,1,639,0,10
1,1,0,1,250,0,10
52,0.565217391,375,9,1531.111111,1,10
1326,0.73381295,1214,102,1336.570093,1,10
6,0.857142857,0,1,830,0,10
16,0.139130435,21,3,561,1,10
3,0.333333333,7,2,214.5,1,10
2,1,0,1,119,0,10
6,0.857142857,0,1,1571,0,10
16,0.842105263,2973,3,230.6666667,1,10
1,1,426,2,427.5,1,10
11,0.611111111,29,7,1475.714286,1,10
22,0.511627907,1309,9,571.4,1,10
78,0.644628099,0,1,740,0,10
3,1,0,1,1158,0,10
7,0.875,0,1,485,0,10
1,0.25,0,1,537,0,10
35,0.190217391,1,2,282.5,1,10
26,0.342105263,155,2,623.5,1,10
295,0.907692308,1823,43,1294.302326,1,10
0,0,0,1,169,0,10
7,0.777777778,322,2,596,1,10
6,0.5,0,1,1200,0,10
7,0.538461538,0,1,879,0,10
10,0.769230769,0,1,622,0,10
40,0.526315789,1372,19,608.6315789,1,10
3,0.428571429,0,1,1338,0,10
4,0.571428571,0,1,368,0,10
6,0.666666667,195,2,625.5,1,10
4,1,268,3,168.3333333,1,10
3,1,0,1,619,0,10
6,0.5,544,2,471.5,1,10
48,0.857142857,1724,16,1114.5,1,10
1,1,0,1,579,0,10
7,0.777777778,0,1,350,0,11
30,0.434782609,0,2,915,1,11
6,0.75,106,3,256.3333333,1,11
2,1,0,1,856,0,11
4,0.8,0,1,1023,0,11
4,1,0,1,497,0,11
1,0.5,0,1,1368,0,11
7,0.304347826,0,1,818,0,11
19,0.655172414,1478,14,1095.375,1,11
15,0.882352941,0,1,1701,0,11
26,0.764705882,230,8,425.875,1,11
1,1,0,1,456,0,11
22,0.956521739,2107,4,960.75,1,11
6,0.666666667,0,1,860,0,11
4,0.666666667,0,1,356,0,11
11,0.846153846,1064,2,447,1,11
5,1,0,1,365,0,11
33,0.733333333,700,11,854,1,11
26,0.684210526,0,1,2143,0,11
0,0,0,1,135,0,11
3,1,1110,8,500.25,1,11
11,1,0,1,518,0,11
20,0.4,34,2,902,1,11
13,0.65,0,1,444,0,11
8,0.727272727,0,1,919,0,11
75,0.974025974,0,1,973,0,11
4,1,0,1,430,0,11
24,0.774193548,180,3,1369.666667,1,11
5,0.3125,0,1,1201,0,11
2,0.666666667,0,1,1416,0,11
43,0.651515152,2038,9,767.3333333,1,11
9,0.9,140,2,1713,1,11
4,1,0,1,252,0,11
2,0.071428571,0,1,522,0,11
34,0.829268293,364,4,1119.75,1,11
61,0.465648855,768,13,800,1,11
10,1,0,1,1656,0,11
1,1,403,4,156.75,1,11
2,0.666666667,0,1,155,0,11
23,0.766666667,211,38,520.6315789,1,11
7,1,0,1,444,0,11
20,0.714285714,707,10,736.1,1,11
9,0.45,1440,4,1664,1,11
29,0.187096774,212,3,602.6666667,1,11
2,1,1,2,716,1,11
53,0.609195402,1772,12,515.1666667,1,11
12,0.8,0,1,721,0,11
2,0.166666667,0,1,221,0,11
8,0.727272727,0,1,325,0,11
3,1,0,1,663,0,11
42,0.823529412,1311,2,2272,1,11
192,0.96,221,7,717,1,11
1,1,0,1,849,0,11
14,0.466666667,23,2,659,1,11
5,0.625,0,1,977,0,11
19,0.287878788,2214,2,731,1,11
5,0.454545455,0,1,863,0,11
20,0.833333333,0,1,214,0,11
49,0.742424242,0,1,703,0,11
11,0.785714286,697,2,1050,1,11
18,0.692307692,0,1,947,0,11
5,0.625,0,1,432,0,11
11,0.916666667,0,1,226,0,11
4,1,0,1,158,0,11
16,0.727272727,506,5,1256,1,11
8,0.888888889,339,2,2001.5,1,11
6,1,0,1,1096,0,11
28,0.823529412,12,5,993,1,11
6,0.5,1298,3,300.6666667,1,11
8,0.5,117,4,276.5,1,11
13,1,20,2,901,1,11
23,0.821428571,1435,6,1291.5,1,11
8,1,0,1,844,0,11
3,0.6,0,1,404,0,11
1,0.076923077,0,1,435,0,11
7,1,98,2,712.5,1,11
3,1,0,1,544,0,11
2,1,3,1,1147.5,0,12
36,0.666666667,1324,8,451.75,1,12
183,0.824324324,1842,43,921.8837209,1,12
7,0.777777778,445,2,898,1,12
3,0.6,0,1,1592,0,12
30,0.810810811,60,3,731.3333333,1,12
9,0.6,689,2,1261,1,12
3,1,0,1,486,0,12
14,0.172839506,0,1,508,0,12
0,0,0,1,442,0,12
12,0.923076923,0,1,549,0,12
9,0.169811321,0,1,994,0,12
11,0.150684932,1210,6,358.1666667,1,12
15,0.681818182,1789,8,212.875,1,12
5,1,0,1,908,0,12
9,1,0,1,1689,0,12
13,1,225,2,2953.5,1,12
0,0,0,1,476,0,12
72,0.615384615,708,19,637.4210526,1,12
3,1,6,2,393,1,12
4,0.5,125,2,527.5,1,12
4,0.8,278,2,271.5,1,12
70,0.921052632,118,6,447.8333333,1,12
11,0.148648649,0,1,329,0,12
0,0,0,1,170,0,12
2,1,0,1,852,0,12
2,1,0,1,806,0,12
4,0.8,1871,3,515.3333333,1,12
12,1,23,2,933,1,12
1,0.076923077,0,1,37,0,12
8,0.888888889,0,1,962,0,12
1,1,0,1,693,0,12
27,0.6,156,2,1847.666667,1,12
18,0.666666667,0,1,1348,0,12
7,1,0,1,503,0,12
2,1,0,1,663,0,12
2,1,0,1,421,0,12
39,0.573529412,0,1,1775,0,12
17,0.607142857,438,2,638.5,1,12
2,0.2,0,1,73,0,12
107,0.67721519,2309,8,1046,1,12
3,1,0,1,563,0,12
20,0.869565217,2115,6,663.3333333,1,12
1,1,0,1,740,0,12
135,0.950704225,1282,6,683.8333333,1,12
35,0.813953488,776,5,1771.8,1,12
3,0.272727273,2047,2,533.5,1,12
8,0.888888889,0,1,768,0,12
104,0.936936937,1718,2,1052.5,1,12
21,1,0,1,1220,0,12
31,0.861111111,1319,10,812.1,1,12
31,0.632653061,0,1,679,0,12
4,1,0,1,292,0,12
34,0.641509434,235,3,643.6666667,1,12
4,0.333333333,0,1,365,0,12
7,0.333333333,0,1,800,0,12
12,1,0,1,955,0,12
6,0.75,0,1,103,0,12
2,0.333333333,0,1,648,0,12
4,0.444444444,0,1,2252,0,12
3,0.75,0,1,336,0,12
19,0.863636364,0,1,125,0,12
8,0.888888889,0,1,375,0,12
1,1,0,1,1007,0,12
7,1,0,1,445,0,12
4,0.266666667,0,1,387,0,12
17,0.739130435,0,1,655,0,13
27,0.5625,263,2,1593,1,13
13,0.8125,0,1,1367,0,13
4,1,0,1,177,0,13
50,0.675675676,1837,18,486.3333333,1,13
3,1,0,1,254,0,13
62,0.720930233,1089,13,1347.153846,1,13
9,0.473684211,23,3,727.3333333,1,13
41,0.577464789,863,6,1730.666667,1,13
4,1,0,1,599,0,13
6,0.545454545,192,2,120,1,13
2,0.666666667,0,1,161,0,13
92,0.929292929,166,2,982.5,1,13
11,0.733333333,0,1,808,0,13
4,1,0,1,425,0,13
4,0.8,0,1,289,0,13
20,0.526315789,0,2,630,1,13
2,0.5,0,1,821,0,13
33,0.66,1051,14,514.2857143,1,13
18,0.947368421,751,3,1121.666667,1,13
3,0.6,0,1,353,0,13
2,0.333333333,0,1,668,0,13
24,0.75,545,4,501.5,1,13
3,1,0,1,84,0,13
13,0.928571429,0,1,633,0,13
1,0.333333333,0,1,513,0,13
13,0.65,0,1,389,0,13
12,0.923076923,18,2,589,1,13
3,1,0,1,473,0,13
56,0.8,726,10,747.9,1,13
2,1,0,1,1127,0,13
3,1,0,1,600,0,13
148,0.596774194,2101,12,638,1,13
10,1,0,1,845,0,13
6,0.6,116,2,523,1,13
478,0.758730159,45,2,331,1,13
0,0,0,1,511,0,13
10,0.666666667,0,1,1582,0,13
5,0.625,0,1,425,0,13
0,0,0,1,263,0,13
56,0.691358025,2053,4,1013.5,1,13
1,1,0,1,429,0,13
6,0.75,917,4,610.5,1,13
23,0.958333333,2006,11,346.3636364,1,13
18,0.9,229,3,419,1,13
95,0.979381443,0,1,634,0,13
15,0.9375,0,1,1623,0,13
1,1,0,1,429,0,13
9,0.75,2330,3,388.3333333,1,13
5,0.3125,0,2,717.5,1,13
18,0.75,0,1,2219,0,13
41,0.872340426,597,4,755.25,1,13
23,0.821428571,0,1,611,0,13
7,0.777777778,0,1,1784,0,13
2,1,0,1,712,0,13
3,1,0,1,660,0,13
5,0.833333333,623,2,957,1,13
4,0.666666667,0,1,497,0,13
67,0.712765957,1511,17,1685.705882,1,13
32,0.914285714,1906,5,945.4,1,13
1,0.5,0,1,774,0,13
327,0.791767554,1327,51,734.4313725,1,13
13,0.928571429,0,1,1201,0,13
49,0.942307692,0,1,977,0,13
2088,0.938426966,1942,82,1881.987805,1,13
15,0.789473684,6,2,718,1,13
89,0.908163265,2153,5,880.4,1,13
4,0.444444444,0,1,517,0,13
21,0.446808511,125,5,435.8,1,13
3,0.12,8,5,207.6,1,13
3,0.75,105,2,161,1,13
3,0.5,5,2,713,1,14
112,0.713375796,1459,13,1407.923077,1,14
67,0.650485437,1342,10,1392,1,14
3,1,0,1,345,0,14
39,1,0,1,719,0,14
33,0.891891892,1471,4,990.2,1,14
2,1,0,1,761,0,14
3,1,0,1,538,0,14
5,1,0,1,660,0,14
11,0.647058824,0,1,978,0,14
1,1,0,1,615,0,14
13,1,0,1,1112,0,14
2,1,0,1,466,0,14
10,1,0,1,1897,0,14
25,0.714285714,140,2,295,1,14
1,0.142857143,0,1,369,0,14
3,1,45,1,322.5,0,14
1,0.333333333,0,1,337,0,14
6,0.5,0,1,1150,0,14
5,0.416666667,0,1,220,0,14
2,0.5,0,1,362,0,14
6,0.352941176,357,2,291.5,1,14
10,0.909090909,0,1,1074,0,14
4,1,0,1,263,0,14
4,1,0,1,137,0,14
13,0.8125,930,3,2105,1,14
19,0.863636364,1651,4,898,1,14
1,0.333333333,867,6,297.3333333,1,14
4,0.8,0,1,516,0,14
2,0.5,0,1,531,0,14
9,0.391304348,0,1,538,0,14
1,0.25,0,1,453,0,14
37,0.973684211,0,1,859,0,14
2,0.4,120,4,304.5,1,14
6,0.5,0,1,1099,0,14
34,0.790697674,85,7,1048.142857,1,14
8,0.615384615,0,1,382,0,14
2,1,0,1,1195,0,14
103,0.762962963,1989,22,527.5454545,1,14
18,0.818181818,1,2,993,1,14
5,0.5,0,2,959,1,14
9,0.642857143,0,1,1235,0,14
4,0.8,0,1,661,0,14
19,0.703703704,454,4,539.25,1,14
2,0.666666667,0,1,386,0,14
7,1,0,1,430,0,14
2,1,0,1,472,0,14
4,0.666666667,0,1,2168,0,14
8,0.5,805,2,1807,1,14
9,0.176470588,0,1,1495,0,14
5,1,0,1,741,0,14
52,0.452173913,202,4,223,1,14
1,1,0,1,572,0,14
1,1,0,1,402,0,14
1,0.25,0,1,464,0,14
18,0.9,0,2,1087.5,1,14
0,0,0,1,98,0,14
1,0.5,0,1,719,0,14
5,0.294117647,0,1,2161,0,14
20,0.666666667,1777,9,377.2222222,1,14
0,0,0,1,454,0,14
6,0.75,0,1,863,0,14
40,0.666666667,1910,4,343.5,1,14
8,0.615384615,0,1,366,0,14
13,0.684210526,1665,5,695.2,1,14
1,0.5,0,1,1498,0,14
3,0.6,903,2,320.5,1,14
37,0.804347826,0,1,1970,0,14
58,0.966666667,317,3,948,1,14
6,1,0,1,121,0,14
4,0.8,0,1,593,0,14
7,0.875,736,3,971.3333333,1,14
5,0.833333333,0,1,317,0,14
11,1,0,1,330,0,14
86,0.868686869,0,1,685,0,14
11,0.407407407,0,1,268,0,14
2,1,0,1,453,0,14
17,0.894736842,0,1,1237,0,14
15,0.833333333,284,2,356,1,15
1,0.2,316,2,526.5,1,15
31,0.96875,0,2,977,1,15
17,0.944444444,0,1,583,0,15
5,1,1716,2,713,1,15
116,0.872180451,1512,7,911.8571429,1,15
0,0,0,1,380,0,15
1,0.5,55,2,94.5,1,15
1,1,0,1,789,0,15
1,0.125,912,2,1024.5,1,15
5,0.555555556,0,1,210,0,15
2,0.285714286,0,1,622,0,15
5,1,288,3,718,1,15
4,1,356,2,84,1,15
7,0.777777778,0,1,338,0,15
1,0.043478261,0,1,317,0,15
141,0.290123457,1980,12,818.0833333,1,15
16,0.727272727,885,3,1440.666667,1,15
8,0.615384615,653,3,1303.666667,1,15
2,1,446,2,752.5,1,15
17,0.944444444,423,2,748,1,15
9,0.9,67,2,452,1,15
3,0.6,0,1,184,0,15
4,0.8,0,1,1243,0,15
6,1,2,1,514.5,0,15
2,1,937,2,448,1,15
7,0.466666667,0,1,92,0,15
14,0.7,1915,3,298.6666667,1,15
53,0.638554217,945,9,727.5555556,1,15
19,0.134751773,0,1,1198,0,15
55,0.964912281,0,1,1438,0,15
0,0,0,1,44,0,15
1,0.2,0,1,98,0,15
5,0.714285714,791,2,798.5,1,15
7,1,0,1,818,0,15
6,0.6,0,1,662,0,15
11,0.733333333,1658,4,579.75,1,15
1,0.25,0,1,241,0,15
4,0.8,0,1,1628,0,15
17,0.548387097,0,1,690,0,15
51,0.944444444,0,1,1407,0,15
4,1,0,1,506,0,15
1,0.5,0,1,771,0,15
2,1,0,1,580,0,15
7,0.4375,377,7,593.5714286,1,15
45,0.5625,0,1,264,0,15
4,0.666666667,0,1,793,0,15
5,0.714285714,3130,3,808.6666667,1,15
16,0.615384615,0,1,699,0,15
9,0.75,0,1,353,0,15
16,0.41025641,0,1,1681,0,15
836,0.945701357,1236,50,799.36,1,15
2,0.5,0,1,191,0,15
3,0.75,0,1,477,0,15
53,0.883333333,1625,6,2067.857143,1,15
6,0.857142857,0,1,1121,0,15
3,0.75,378,2,1382.5,1,15
5,0.714285714,348,2,443.5,1,15
2,1,0,1,385,0,15
8,1,0,1,619,0,15
41,0.694915254,1069,17,967.1764706,1,15
35,0.729166667,1463,2,2084,1,15
35,0.492957746,680,4,2426.75,1,15
15,0.9375,0,1,537,0,15
333,0.650390625,685,120,867.2845528,1,15
6,0.3,849,2,565.5,1,15
0,0,0,1,173,0,15
67,0.320574163,988,11,1034.818182,1,15
22,0.733333333,491,3,1100,1,15
7,1,0,1,491,0,15
9,0.6,0,1,784,0,15
1,0.5,0,1,521,0,15
4,1,0,1,1388,0,15
9,0.9,0,1,714,0,15
25,0.961538462,0,1,808,0,15
40,0.655737705,1844,6,385.1666667,1,15
0,0,0,1,296,0,15
1,1,0,1,386,0,16
7,0.636363636,0,1,714,0,16
0,0,0,1,224,0,16
19,0.826086957,63,2,257,1,16
5,0.625,105,2,614,1,16
25,0.438596491,0,1,61,0,16
22,0.814814815,1452,4,904.25,1,16
11,1,155,2,750,1,16
12,0.923076923,0,1,804,0,16
4,1,0,1,2770,0,16
3,1,0,1,312,0,16
8,1,0,1,752,0,16
8,0.571428571,116,3,1294.666667,1,16
8,0.888888889,0,1,489,0,16
1,0.03030303,0,1,119,0,16
31,0.756097561,220,4,656.75,1,16
5,0.833333333,0,1,374,0,16
43,0.605633803,1925,8,552.1111111,1,16
94,0.401709402,895,8,631.375,1,16
121,0.812080537,2458,5,597.4,1,16
42,0.626865672,0,1,414,0,16
6,0.857142857,0,1,793,0,16
25,0.294117647,0,1,130,0,16
2,1,0,1,202,0,16
10,1,0,1,719,0,16
7,0.875,0,1,351,0,16
76,0.535211268,820,8,969.625,1,16
16,0.941176471,2211,4,222,1,16
2,0.333333333,26,2,833.5,1,16
24,0.827586207,0,1,398,0,16
6,0.461538462,0,1,722,0,16
3,1,0,1,811,0,16
9,0.692307692,133,3,776,1,16
0,0,0,1,775,0,16
14,1,0,1,543,0,16
13,0.65,575,3,792.6666667,1,16
24,0.96,0,1,1300,0,16
642,0.939970717,589,44,1262.954545,1,16
4,1,16,2,349,1,16
4,1,0,1,516,0,16
3,1,0,1,230,0,16
10,0.714285714,1,5,356,1,16
15,0.9375,571,3,428,1,16
6,1,0,1,683,0,16
4,0.444444444,0,1,1520,0,16
25,0.961538462,2107,2,1166,1,16
7,0.411764706,2052,3,275,1,16
42,0.355932203,1825,7,496.4285714,1,16
3,0.272727273,0,1,1363,0,16
8,0.727272727,1716,2,811.5,1,16
1,1,0,1,1386,0,16
13,0.928571429,1702,3,656,1,16
3,0.6,0,1,1083,0,16
3,1,0,1,879,0,16
140,0.864197531,2162,15,550.6,1,16
87,0.604166667,1408,21,461.5714286,1,16
2,1,0,1,349,0,16
10,1,0,1,316,0,16
1,0.5,0,1,539,0,16
0,0,0,1,164,0,16
2,0.333333333,0,1,589,0,16
8,1,0,1,660,0,16
11,0.846153846,0,1,112,0,16
128,0.853333333,2078,17,798.8823529,1,16
0,0,0,1,131,0,16
19,1,0,1,416,0,16
18,0.818181818,0,1,2143,0,16
6,1,0,1,1608,0,16
3,0.428571429,2,3,157,1,16
2,0.4,0,1,235,0,16
12,0.923076923,0,1,435,0,17
30,0.652173913,492,10,569.3,1,17
7,0.7,0,1,983,0,17
4,1,0,1,327,0,17
2,0.666666667,1,3,315.6666667,1,17
7,1,0,1,1111,0,17
10,0.714285714,2030,4,320.25,1,17
2,0.4,3,2,218.5,1,17
15,0.789473684,408,5,1287.8,1,17
24,0.545454545,36,3,663.3333333,1,17
5,0.625,0,1,285,0,17
1,0.2,0,1,184,0,17
8,0.421052632,0,1,529,0,17
1,0.333333333,0,1,733,0,17
11,0.846153846,0,1,1295,0,17
40,0.754716981,81,3,2217.333333,1,17
4,0.666666667,782,2,920,1,17
8,0.4,1582,2,897.5,1,17
2,0.5,0,1,353,0,17
6,0.428571429,0,1,1604,0,17
1,1,0,1,643,0,17
13,0.722222222,1236,2,217,1,17
18,0.857142857,0,1,763,0,17
10,1,0,1,405,0,17
2,1,0,1,732,0,17
205,0.702054795,2284,103,534.4528302,1,17
3,1,0,1,278,0,17
3,1,0,1,281,0,17
3,0.6,0,1,1069,0,17
27,0.964285714,1556,4,1051,1,17
18,0.857142857,0,1,285,0,17
10,0.588235294,567,3,1216.333333,1,17
17,1,0,1,5032,0,17
3,0.75,0,1,321,0,17
8,0.615384615,0,1,625,0,17
6,1,0,1,277,0,17
4,1,0,1,1008,0,17
135,0.685279188,2217,16,672.75,1,17
7,1,0,1,4505,0,17
8,0.8,0,1,291,0,17
22,0.733333333,461,4,424,1,17
5,0.714285714,194,2,299.5,1,17
6,0.428571429,0,1,361,0,17
9,0.428571429,220,4,232.5,1,17
11,0.846153846,150,6,259.1666667,1,17
18,0.9,0,1,516,0,17
5,0.833333333,0,1,519,0,17
9,0.692307692,92,3,1743,1,17
5,0.384615385,809,6,863.5,1,17
11,1,0,2,772,1,17
1,0.2,0,1,383,0,17
4,0.666666667,0,1,1565,0,17
15,1,0,1,2110,0,17
3,1,0,1,669,0,17
2,1,0,1,1655,0,17
23,1,566,5,631,1,17
6,0.666666667,203,2,795,1,17
5,0.833333333,0,1,681,0,17
15,0.789473684,0,1,1401,0,17
0,0,0,1,511,0,17
7,0.291666667,564,2,687.5,1,17
35,0.760869565,0,1,706,0,17
7,1,35,2,1366,1,17
34,0.653846154,0,1,2110,0,17
7,0.5,950,4,515,1,17
6,0.428571429,2116,3,756.3333333,1,17
30,0.75,0,1,1245,0,17
11,0.6875,0,1,1349,0,17
9,0.6,1055,2,233.5,1,17
4,0.8,270,3,742.3333333,1,17
5,0.625,0,1,308,0,17
1,1,0,1,170,0,17
4,1,1101,2,684,1,17
10,0.476190476,0,1,102,0,17
5,0.5,0,1,355,0,17
6,0.857142857,0,1,1193,0,17
7,0.7,0,1,232,0,17
4,1,0,1,330,0,17
13,0.8125,55,3,1344.666667,1,17
72,0.847058824,766,5,878.2,1,17
3,0.6,0,1,409,0,17
1,0.066666667,0,1,558,0,18
2,1,0,1,1648,0,18
3,0.6,2084,2,489,1,18
2,0.333333333,0,2,571.5,1,18
36,0.455696203,517,9,1439.111111,1,18
3,1,0,1,271,0,18
13,0.541666667,1827,4,1531.5,1,18
36,0.52173913,1013,7,1416,1,18
22,0.468085106,849,8,339.5,1,18
7,0.7,349,3,383.6666667,1,18
14,1,0,1,1384,0,18
4,0.8,0,1,333,0,18
1,0.333333333,0,1,487,0,18
7,0.636363636,0,2,1007.5,1,18
14,0.411764706,0,1,771,0,18
57,0.904761905,516,6,1190.833333,1,18
32,0.820512821,0,1,1816,0,18
12,0.923076923,383,9,804.5555556,1,18
23,0.884615385,0,1,794,0,18
5,0.833333333,0,1,313,0,18
1,0.166666667,0,1,427,0,18
7,0.875,238,2,365,1,18
0,0,0,1,526,0,18
73,0.768421053,1665,14,1014.4,1,18
42,0.451612903,1939,9,806.6,1,18
10,0.192307692,0,1,221,0,18
2,0.666666667,0,1,680,0,18
18,0.6,0,1,1208,0,18
0,0,0,1,295,0,18
7,0.777777778,0,1,1130,0,18
2,0.666666667,0,1,388,0,18
12,0.923076923,0,1,348,0,18
22,0.4,1805,7,388.5714286,1,18
23,0.884615385,2159,6,529.3333333,1,18
3,1,0,1,404,0,18
32,0.842105263,1986,7,600.8571429,1,18
2,0.4,0,1,976,0,18
6,0.857142857,0,1,586,0,18
17,0.772727273,0,1,1271,0,18
3,1,0,1,410,0,18
7,0.7,0,3,1440.75,1,18
14,0.291666667,300,2,344,1,18
359,0.884236453,2150,27,462.962963,1,18
6,0.6,61,2,221.3333333,1,18
1,1,0,1,325,0,18
23,0.741935484,0,1,551,0,18
4,0.117647059,0,1,65,0,18
3,0.5,0,1,1421,0,18
11,0.379310345,1477,3,1585,1,18
45,0.489130435,0,1,697,0,18
6,1,907,2,2150.5,1,18
5,1,45,3,668.6666667,1,18
2,1,0,1,141,0,18
15,0.714285714,0,1,327,0,18
8,0.275862069,198,2,731,1,18
5,0.384615385,0,1,349,0,18
1,0.333333333,50,3,491.3333333,1,18
146,0.719211823,1100,12,1750.333333,1,18
8,0.8,0,1,380,0,18
8,0.727272727,25,2,314.5,1,18
11,0.846153846,24,2,1455.5,1,19
4,0.8,0,2,401,1,19
11,0.916666667,238,2,1254.5,1,19
3,1,0,1,543,0,19
11,1,0,1,1104,0,19
2,1,0,1,523,0,19
2,1,0,1,2147,0,19
6,0.666666667,0,1,1552,0,19
11,0.785714286,400,2,384.5,1,19
5,1,2092,2,378,1,19
10,0.833333333,0,1,447,0,19
6,0.666666667,0,1,737,0,19
7,0.777777778,41,5,539.2,1,19
9,0.75,0,1,493,0,19
93,0.869158879,1001,13,496.6153846,1,19
1,1,65,2,1780.5,1,19
1,1,0,1,502,0,19
6,0.666666667,674,2,699.5,1,19
21,0.913043478,0,1,1648,0,19
2,0.666666667,0,1,471,0,19
0,0,0,1,910,0,19
4,0.666666667,0,1,302,0,19
1,0.5,0,1,207,0,19
6,0.75,0,1,707,0,19
5,1,237,2,1057.5,1,19
72,0.470588235,356,3,624.3333333,1,19
16,0.516129032,175,3,237.3333333,1,19
6,0.75,0,1,548,0,19
126,0.84,1910,9,868.5555556,1,19
13,0.8125,0,1,565,0,19
2,0.5,0,1,740,0,19
6,0.375,0,1,300,0,19
1,1,0,1,115,0,19
3,0.136363636,0,1,317,0,19
12,1,270,2,1118.5,1,19
2,0.666666667,4,2,218,1,19
3,1,0,1,483,0,19
8,1,0,1,522,0,19
5,0.833333333,884,2,392.5,1,19
35,0.777777778,0,1,1098,0,19
19,0.575757576,371,2,1432,1,19
11,0.785714286,289,3,814.3333333,1,19
4,1,0,1,389,0,19
4,1,0,1,318,0,19
7,0.875,0,1,240,0,19
4,1,0,1,873,0,19
1,0.333333333,0,1,643,0,19
6,1,412,2,679.5,1,19
10,0.909090909,0,1,479,0,19
7,0.777777778,0,1,186,0,19
6,1,1,2,393.5,1,19
4,0.571428571,0,1,254,0,19
119,0.561320755,0,1,380,0,19
5,1,0,1,573,0,19
17,0.944444444,1147,3,587.3333333,1,19
1,1,0,1,252,0,19
0,0,0,1,538,0,19
8,0.533333333,403,5,543,1,19
4,0.8,0,1,3057,0,19
7,0.368421053,0,1,1174,0,19
3,0.3,308,5,498.2,1,19
8,0.571428571,12,2,765,1,19
13,0.52,252,8,279.375,1,19
3,1,0,1,642,0,19
